datetimes,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,tcp_force_scalar,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,robot_mode,safety_mode,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5
090320-16:51:34.916,-1.00317556063,-1.54314835489,-1.74337482452,-1.46080143869,1.58016633987,-1.03192502657,0.0510251224041,-0.201088741422,0.305421203375,-0.0907858461142,0.00217068125494,0.0584228895605,0.828446745872,1.15035235882,3.43654298782,0.00634100101888,0.191500514746,0.165618538857,-0.732318655454,0.686509596381,-0.0337684033021,0.0388464260792,-0.0115566863674,0.310436095242,1.00435369473,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8857040405,1.20068120956,47.699596405,47.7712593079,47.699596405,47.6852607727,47.6279296875,47.5992660522
090320-16:51:34.924,-1.00277930895,-1.54475195826,-1.74086666107,-1.46161921442,1.5802025795,-1.03145772616,0.0540069825947,-0.205689251423,0.312739282846,-0.0983276665211,0.00176229665522,0.0585403256118,0.766275048256,0.872662901878,3.62354254723,-0.0449028238654,0.196694463491,0.109884411097,-1.28941924157,0.922250273963,-0.146149894791,0.0335288208798,-0.00602354722874,0.310986413654,1.59201361179,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8319702148,1.2342505455,47.5705947876,47.7425918579,47.6565971375,47.6279296875,47.6135978699,47.5705947876
090320-16:51:34.932,-1.00232249895,-1.54639800013,-1.73834133148,-1.46240599573,1.58015489578,-1.03098136583,0.0571283213794,-0.214929640293,0.32587441802,-0.115639589727,0.00243142177351,0.0520292036235,0.70030194521,1.02800345421,3.50756597519,0.0632364153862,0.191491037607,0.172135457397,-0.176692151649,-0.598525798477,0.506782355784,-0.0341595721878,-0.0412677031676,0.309011476211,0.803916416072,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.842716217,1.1648761034,47.6709289551,47.7139282227,47.699596405,47.5992660522,47.5705947876,47.5705947876
090320-16:51:34.940,-1.00188047091,-1.54809363306,-1.7357339859,-1.46340020121,1.58022642136,-1.03063804308,0.0557341575623,-0.208095058799,0.31661143899,-0.112084552646,0.00219375360757,0.0445064976811,0.437937915325,1.48699712753,2.8199133873,0.205234050751,0.181200370193,0.261241048574,-1.02991787032,1.58180357129,0.40443333588,0.0696014657743,-0.0147337470827,0.308942966549,1.93038847927,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8776473999,1.09325516224,47.6852607727,47.7712593079,47.7569236755,47.6279296875,47.6279296875,47.6279296875
090320-16:51:34.948,-1.00143844286,-1.54967863977,-1.73328495026,-1.46406062067,1.58021450043,-1.0303033034,0.0541256330907,-0.19836999476,0.300857722759,-0.0886021628976,0.00157923984807,0.0433414652944,0.303194403648,1.39245820045,2.97716808319,-0.0493278354406,0.194530457258,0.305405348539,0.181328612073,-1.14077026478,0.926399079914,-0.042004218219,-0.0434642193579,0.312039407557,1.48069312075,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8812255859,1.14025533199,47.6565971375,47.7712593079,47.7569236755,47.6422653198,47.6709289551,47.6565971375
090320-16:51:34.956,-1.00104457537,-1.55128128946,-1.73092746735,-1.46483071268,1.58025074005,-1.02990657488,0.0514059104025,-0.192202061415,0.292250782251,-0.0932522788644,0.00261866068467,0.0453661940992,0.412699759007,1.42908251286,2.80366921425,-0.0807252451777,0.192010447383,0.307028412819,-0.492739923526,0.515531357778,0.24181361194,0.0124199903199,-0.0276028418579,0.309822396634,0.753019943965,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9036140442,1.07982945442,47.6709289551,47.7999229431,47.7282600403,47.6279296875,47.699596405,47.6135978699
090320-16:51:34.964,-1.00060302416,-1.55279906214,-1.72865581512,-1.46559222162,1.58025026321,-1.02958280245,0.049249112606,-0.188240423799,0.2779058218,-0.102972149849,0.00145294109825,0.0462516471744,0.368210375309,1.6361310482,2.8907752037,0.0644568353891,0.201107114553,0.336785048246,0.378033059414,-0.178989156706,0.27795726538,-0.0167660803893,-0.0623398683173,0.317974234613,0.502201506972,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8758544922,1.1223474741,47.6565971375,47.7855911255,47.7139282227,47.6709289551,47.6279296875,47.6135978699
090320-16:51:34.972,-1.00023347536,-1.55430157602,-1.72646808624,-1.46644289911,1.5802989006,-1.02915031115,0.0463108532131,-0.181952625513,0.269618183374,-0.103028990328,0.00241762050427,0.0482995994389,0.431822538376,1.78560447693,2.86826086044,0.21658834815,0.195500761271,0.285316646099,-0.00929735126837,-0.00748825386794,0.518629498255,-0.0203562205712,-0.041146494604,0.317498028833,0.51876687553,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.866897583,1.1223474741,47.6135978699,47.7855911255,47.7712593079,47.6565971375,47.6135978699,47.6279296875
090320-16:51:34.980,-0.999852005635,-1.55575879038,-1.72433948517,-1.4672139448,1.5803103447,-1.02875310579,0.0429126098752,-0.172396823764,0.259647279978,-0.0851089954376,0.00160169694573,0.0521350763738,0.54627841711,1.70825695992,2.82842063904,0.144789218903,0.185536891222,0.182821273804,0.2618954268,-0.181172189492,0.435842599114,0.0115832614549,-0.0446033283005,0.306450364121,0.53978824369,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8579406738,1.04401898384,47.6279296875,47.7569236755,47.7569236755,47.6565971375,47.6279296875,47.6279296875
090320-16:51:34.988,-0.999482933675,-1.55708296717,-1.72231960297,-1.4678209585,1.580286026,-1.0283592383,0.0391890779138,-0.164558976889,0.24578884244,-0.073250092566,0.00115827377886,0.050135511905,0.582322537899,1.68241333961,2.99236917496,0.0133341643959,0.202767401934,0.0879047811031,-0.0467029424089,-0.32762421423,0.267762553814,0.0256816420406,-0.0198433823902,0.303988799234,0.425694228061,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8857040405,1.08877813816,47.6565971375,47.7425918579,47.7855911255,47.6709289551,47.6709289551,47.6279296875
090320-16:51:34.996,-0.999207798635,-1.55840762079,-1.72034740448,-1.46836026133,1.58029842377,-1.02796584765,0.0382678210735,-0.160228654742,0.232527509332,-0.0724155902863,0.00179950939491,0.0462779588997,0.518150806427,1.9588701725,3.01448869705,-0.0520894899964,0.216586142778,0.0413198433816,0.460282614986,-0.958899221443,0.382958798584,-0.0137431585318,-0.0622876522389,0.309219409442,1.13048894022,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8821258545,1.06639862061,47.6565971375,47.8429222107,47.7712593079,47.6279296875,47.6135978699,47.6279296875
090320-16:51:35.004,-0.998898331319,-1.55962593973,-1.71851825714,-1.46895296991,1.58029842377,-1.02764636675,0.0355438254774,-0.15160882473,0.223868489265,-0.0828828364611,0.00200164876878,0.0387824773788,0.552129507065,1.89207541943,2.85339236259,0.045658685267,0.186042129993,0.0313178226352,0.729240735632,-0.848048314429,0.529689508049,-0.022677873081,-0.0605938457386,0.315771442231,1.23755766292,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.866897583,1.05073714256,47.6422653198,47.7999229431,47.7855911255,47.7282600403,47.6709289551,47.6565971375
090320-16:51:35.012,-0.998660389577,-1.56084187449,-1.71673679352,-1.46966107309,1.58033370972,-1.02733785311,0.0325441658497,-0.142936870456,0.214832931757,-0.0831410810351,0.00106173183303,0.0324277542531,0.715151548386,1.94419753551,2.7002825737,0.200320661068,0.205484688282,0.0692998617887,-0.217272313197,-0.518404637761,0.273415284038,-0.0148463529672,-0.0358541263554,0.313468149283,0.62506523186,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8839149475,1.07758831978,47.699596405,47.8429222107,47.7855911255,47.6852607727,47.6709289551,47.7425918579
090320-16:51:35.020,-0.998397652303,-1.56194813669,-1.71508026123,-1.47025282801,1.5803694725,-1.02714807192,0.0307474751025,-0.133207470179,0.196836382151,-0.0672090277076,0.000556127401069,0.0284462030977,0.741622447968,1.85431432724,3.08934259415,0.149363934994,0.209051847458,0.113741695881,-0.387729815754,0.142474537738,0.34768972808,0.00591552641839,-0.0384654611693,0.31154944288,0.539927357095,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.866897583,1.05073714256,47.6709289551,47.8285903931,47.7569236755,47.6709289551,47.6279296875,47.6279296875
090320-16:51:35.027,-0.998194519673,-1.56297524393,-1.71354961395,-1.47076304377,1.58034658432,-1.02690965334,0.0300530157983,-0.124781109393,0.188597768545,-0.0557448752224,0.0026710992679,0.0265241097659,0.723043739796,1.7010204792,2.93707084656,0.0219179876149,0.190063118935,0.155436724424,0.1028316707,-0.491326619281,0.342479297497,-0.00494315263202,-0.0448427591022,0.315444743183,0.60767447579,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8982429504,1.12011158466,47.699596405,47.8285903931,47.7712593079,47.6565971375,47.6709289551,47.7282600403
090320-16:51:35.035,-0.99791986147,-1.56394083918,-1.71210289001,-1.47115691126,1.58033370972,-1.02670604387,0.0290756244212,-0.117892503738,0.181259155273,-0.0509971380234,0.0010838531889,0.0259948391467,0.747682750225,1.76721048355,2.64147138596,-0.0716455429792,0.210022896528,0.179387554526,-0.262939783342,0.0073807896688,0.166575709244,0.000182114983292,-0.0466172264817,0.316027110928,0.311350722868,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9161529541,1.09325516224,47.6565971375,47.7855911255,47.7855911255,47.6709289551,47.6279296875,47.6852607727
090320-16:51:35.044,-0.99772864977,-1.56480963648,-1.71070194244,-1.47162611902,1.58035755157,-1.02653962771,0.0280222967267,-0.110491588712,0.170525595546,-0.0531137660146,0.000807301839814,0.0236772689968,0.704149127007,1.79971385002,2.59076714516,-0.0798565000296,0.196110576391,0.244448035955,-0.408360972495,0.090617992326,0.159047918092,0.0173771283939,-0.0284253467826,0.310849674978,0.447511502243,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9018249512,1.0596858263,47.6565971375,47.8429222107,47.7855911255,47.7139282227,47.6852607727,47.6709289551
090320-16:51:35.051,-0.997490231191,-1.56566794336,-1.70938873291,-1.47199852884,1.58036994934,-1.02633506456,0.0258074179292,-0.101705551147,0.156463161111,-0.0549504905939,0.00109339586925,0.0249857343733,0.672056019306,1.71583354473,2.88010406494,-0.0584968850017,0.213090032339,0.230267837644,0.13080367041,-1.3403015835,1.02958754884,-0.0238134853939,-0.034663492595,0.307182154615,1.69516030383,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8704795837,1.04849600792,47.6565971375,47.8429222107,47.7712593079,47.6709289551,47.6709289551,47.6422653198
090320-16:51:35.059,-0.997335259114,-1.5664909643,-1.70823097229,-1.4724458021,1.58035802841,-1.02609759966,0.0253431778401,-0.095497623086,0.147965535522,-0.0609347932041,0.0014676451683,0.0224738977849,0.624876141548,1.75383043289,2.81291389465,0.0599926039577,0.211780071259,0.266783773899,0.136103379824,-0.709445288794,0.901165547157,-0.0159815580352,-0.0502681149789,0.305651710941,1.15496151069,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9107818604,1.07982945442,47.6565971375,47.7855911255,47.7712593079,47.6135978699,47.6565971375,47.6279296875
090320-16:51:35.068,-0.997096363698,-1.56726439417,-1.7071313858,-1.47298510492,1.58040571213,-1.02596503893,0.0236824955791,-0.0876819491386,0.136867120862,-0.0602697730064,0.00123665935826,0.0233372692019,0.631915807724,1.74417841434,2.74683141708,0.237985879183,0.215443074703,0.263265073299,-0.318372892737,-0.124635647558,0.334422655369,0.0343755488555,-0.0302410421373,0.299421187778,0.478261284128,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8785400391,1.03730618954,47.6709289551,47.7569236755,47.7712593079,47.7139282227,47.6279296875,47.6565971375
090320-16:51:35.076,-0.996893231069,-1.56794436396,-1.70611286163,-1.47340996683,1.58042955399,-1.02578574816,0.0230686813593,-0.0802994146943,0.128420576453,-0.0461238585413,0.00100206455681,0.0226521063596,0.541826248169,1.71568787098,2.43637490273,0.24693711102,0.213983625174,0.248725995421,-0.53547805421,0.338031350448,0.174762511542,0.0109145365281,-0.0218599682138,0.308265881599,0.656919991983,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9501914978,0.990311264992,47.6422653198,47.8285903931,47.7282600403,47.6422653198,47.6565971375,47.6565971375
090320-16:51:35.083,-0.996713940297,-1.56853993357,-1.70513439178,-1.47366841257,1.5803937912,-1.02562982241,0.0223645921797,-0.0741733014584,0.115635700524,-0.0342719592154,0.000986742787063,0.0225976202637,0.460816502571,1.74839127064,2.63636302948,0.187557280064,0.225588947535,0.214998245239,0.162745100086,0.210413957,0.412764010826,0.0124426327652,-0.0401858161528,0.315636050296,0.491054100416,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8964538574,0.988070130348,47.6422653198,47.7999229431,47.7999229431,47.699596405,47.6709289551,47.7425918579
090320-16:51:35.092,-0.9965356032,-1.56907446802,-1.70428848267,-1.47390540064,1.58044147491,-1.0254500548,0.0209541972727,-0.0662694871426,0.103293061256,-0.0281199552119,0.00109828705899,0.0221158694476,0.360975086689,1.84699368477,2.70480394363,0.120418518782,0.225869745016,0.177674427629,0.363830248624,-0.40628505971,0.643612880958,-0.0181897917326,-0.0545901444085,0.312563704118,0.84360982693,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8874969482,1.03507041931,47.6852607727,47.8715858459,47.7712593079,47.6279296875,47.6565971375,47.6279296875
090320-16:51:35.100,-0.996405426656,-1.56960995615,-1.70355129242,-1.47418005884,1.58042955399,-1.0252717177,0.0173679981381,-0.0586131736636,0.0893486738205,-0.0262905545533,0.000802125083283,0.0195575319231,0.373884379864,1.81822061539,2.82144832611,0.100857064128,0.214647829533,0.151579812169,0.148571407047,-0.547019236312,0.665343258913,0.000793407330647,-0.0350425069616,0.302962582586,0.874062446321,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9152603149,1.01269078255,47.7139282227,47.9002532959,47.8572540283,47.7282600403,47.699596405,47.6852607727
090320-16:51:35.107,-0.996262852346,-1.57003720224,-1.70290756226,-1.47432263315,1.58042955399,-1.0251176993,0.0149551462382,-0.0506988279521,0.0779764652252,-0.0224874839187,0.0005988139892,0.0167397987098,0.408759236336,1.78854334354,2.86055517197,0.071045704186,0.20029219985,0.119371324778,-0.166564100564,-0.535631197065,0.398363420126,0.0085248086527,-0.037906749728,0.301864849038,0.687995489346,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8955574036,1.00597798824,47.6709289551,47.8429222107,47.7712593079,47.7282600403,47.699596405,47.6852607727
090320-16:51:35.116,-0.996168438588,-1.57042820871,-1.70233726501,-1.47451289118,1.58044099808,-1.02499944368,0.0129124317318,-0.0436318852007,0.0671216696501,-0.0194503162056,0.000374242663383,0.0138145657256,0.376704275608,1.76648020744,2.90247297287,0.0452709756792,0.205508470535,0.10204744339,-0.131363543297,-0.172747833975,0.236886746796,0.00272673198647,-0.0397185610041,0.308183857232,0.32126861885,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9215278625,1.02835762501,47.7139282227,47.9002532959,47.8142547607,47.6565971375,47.7139282227,47.7139282227
090320-16:51:35.124,-0.996084992086,-1.57076056421,-1.70186138153,-1.47470362604,1.58047771454,-1.02488166491,0.0115089267492,-0.036433018744,0.0595734938979,-0.0170596148819,0.00120271346532,0.0102175343782,0.379499584436,1.86203789711,2.66244745255,0.0359719693661,0.211421146989,0.0962600037456,0.215631165387,-0.337103128891,0.558902583148,0.0017738716841,-0.0404066576934,0.303672332699,0.687391748891,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8866043091,1.02388060093,47.7139282227,47.7999229431,47.7999229431,47.6852607727,47.7425918579,47.699596405
090320-16:51:35.132,-0.996003452932,-1.57100834469,-1.701420784,-1.47476227701,1.58045387268,-1.02482349077,0.00719515886158,-0.0296097006649,0.0500555001199,-0.0137672834098,0.000725430261809,0.00618936866522,0.346645832062,1.90472507477,2.49321389198,-0.000169167295098,0.217482060194,0.0758585482836,0.14895264528,-0.293898329592,0.294627461212,-0.0003870420892,-0.0479745329961,0.306849406344,0.442005044737,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8839149475,0.999259889126,47.7139282227,47.8142547607,47.8572540283,47.6852607727,47.6709289551,47.6852607727
090320-16:51:35.140,-0.995945278798,-1.57123198132,-1.70106601715,-1.47485716761,1.58046579361,-1.02483731905,0.00394463399425,-0.0215337276459,0.0390976592898,-0.0120789175853,0.000567375624087,0.00266722519882,0.349532485008,1.82707548141,2.50667285919,0.0219909772277,0.207618355751,0.0759554728866,0.26482365063,-0.612532929998,0.454819823726,0.000797923986635,-0.0390998689499,0.304131955951,0.807582335319,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.902721405,0.983598470688,47.7139282227,47.8572540283,47.7855911255,47.7425918579,47.6852607727,47.6852607727
090320-16:51:35.148,-0.995934788381,-1.57133640865,-1.70080852509,-1.47496350229,1.58045339584,-1.02481395403,0.00147514301352,-0.0147033622488,0.0274583566934,-0.008798642084,0.000431331893196,0.00140477367677,0.318856924772,1.87930846214,2.4575252533,0.0408308953047,0.21186247468,0.0733955651522,0.237285696441,-0.514225789327,0.539680388285,-0.00258059831303,-0.0337956293535,0.307013399681,0.782296354104,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8955574036,0.965690553188,47.6709289551,47.8715858459,47.7999229431,47.6709289551,47.6709289551,47.7712593079
090320-16:51:35.156,-0.995959107076,-1.57140507321,-1.70064544678,-1.47502024591,1.58041715622,-1.02477866808,1.87851423306e-09,-0.00837057549506,0.0161463934928,-0.00205281609669,0.000347927882103,0.000503043003846,0.143896713853,1.90934860706,2.39432454109,0.065629273653,0.211644038558,0.0470267012715,-0.309763802887,-0.439656207231,0.563216967895,0.00947319000473,-0.0365533763078,0.299875485183,0.778758336752,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9242134094,1.05520880222,47.7139282227,47.8572540283,47.8429222107,47.6852607727,47.699596405,47.7139282227
090320-16:51:35.164,-0.995983902608,-1.57142319302,-1.70057964325,-1.47499497355,1.58042907715,-1.0248149077,-0.00165041629225,0.00397183094174,0.00344148371369,0.000943718594499,0.000233187165577,-0.000275327183772,0.0541597083211,2.23322677612,2.13275194168,0.143007814884,0.211848780513,0.0205414462835,-0.196007600562,-0.4888863387,0.570079761446,0.00108866773547,-0.0392844041922,0.304441809524,0.776157049865,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8758544922,1.00597798824,47.6565971375,47.8285903931,47.7712593079,47.6852607727,47.6852607727,47.7569236755
090320-16:51:35.172,-0.995936218892,-1.57136835674,-1.70067882538,-1.47486908854,1.58039331436,-1.02480346361,-0.00179137289524,-0.00611716741696,-0.0259849242866,0.0353153198957,0.000178937916644,-0.000965618703049,0.161733776331,1.97760891914,1.51407027245,0.238871827722,0.218645840883,0.0229820143431,-0.311106016852,-0.0887380081716,1.06353945202,0.0358319326995,-0.0138644176907,0.298076996787,1.1116553215,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9036140442,1.01269078255,47.7425918579,47.8429222107,47.7999229431,47.7282600403,47.7282600403,47.7569236755
090320-16:51:35.180,-0.995983425771,-1.57136597256,-1.70097446442,-1.4745901388,1.58045339584,-1.02479106585,-0.000529968703631,-0.00150691519957,-0.042141687125,0.0425420515239,0.000154378867592,-0.000393668829929,0.046586189419,1.28078007698,1.12553036213,0.308001726866,0.216078221798,0.0453824214637,0.883641385403,-1.50219192162,1.4713108588,-0.0477680464064,-0.0638605362432,0.303451487136,2.280824042,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9143638611,1.00150108337,47.699596405,47.7999229431,47.7712593079,47.699596405,47.699596405,47.7282600403
090320-16:51:35.188,-0.995995823537,-1.57139267544,-1.70136737823,-1.47429545343,1.58046531677,-1.0248149077,-0.00168210535776,-0.00739325582981,-0.0603014975786,0.055756252259,0.000135748938192,-0.000273760786513,0.134212300181,1.20341062546,0.990643501282,0.531879782677,0.213787004352,0.0408019274473,-1.27764851405,0.272277906243,1.21330362949,0.0364599145656,0.00196558713167,0.298866951379,1.78287034891,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8812255859,0.956741929054,47.7139282227,47.8572540283,47.8715858459,47.6565971375,47.6852607727,47.7282600403
090320-16:51:35.196,-0.996007267629,-1.57144322018,-1.70191860199,-1.47379048288,1.58042907715,-1.02479058901,-0.000312719377689,-0.0122673762962,-0.0814439952374,0.0827753245831,0.000157252448844,8.83678585524e-05,0.110035650432,1.14151740074,0.902595937252,0.676801025867,0.212937772274,0.0581269785762,-0.51107456355,0.545723646545,1.70321199761,0.0137192859341,-0.0277233403469,0.307727640239,1.86009209899,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9376487732,0.988070130348,47.6279296875,47.8572540283,47.7855911255,47.699596405,47.7425918579,47.7139282227
090320-16:51:35.204,-0.996007267629,-1.57156385998,-1.70262718201,-1.47303135813,1.58044099808,-1.02479058901,-0.000181647730642,-0.0146819446236,-0.104873552918,0.112418271601,0.000174590677489,9.91000415524e-05,0.0439285226166,1.02614593506,0.992544293404,0.788773775101,0.22163631022,0.0607302822173,-0.0226371465824,-0.0441484204092,2.00988076744,0.0262818448391,-0.0377840321153,0.304069162707,2.01049302977,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.892868042,1.03059339523,47.6852607727,47.8285903931,47.8142547607,47.6565971375,47.6852607727,47.699596405
090320-16:51:35.212,-0.996007267629,-1.57164921383,-1.70355033875,-1.47193987787,1.58045339584,-1.02480250994,-0.000129396328703,-0.0182738658041,-0.126478612423,0.161015897989,0.000222442831728,0.000429476524005,0.122860848904,1.044937253,0.869175434113,0.557058155537,0.215089917183,0.0752226114273,-0.635247907199,0.591422874942,2.09497747255,0.0442545520619,0.000459460274309,0.301723874926,2.26765330928,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8713760376,0.992547094822,47.6709289551,47.9002532959,47.7569236755,47.6852607727,47.699596405,47.6422653198
090320-16:51:35.220,-0.996007267629,-1.57178368191,-1.70470142365,-1.47055609644,1.58042907715,-1.02479011217,-0.000201860631933,-0.022527962923,-0.147504165769,0.172425210476,0.0001910062565,0.000495830026921,0.0675870105624,1.12748074532,0.746126532555,0.627279758453,0.21770837903,0.0669976919889,-0.195144232521,-0.235120437166,1.39187987457,0.00561211084261,-0.0366529725289,0.305059520579,1.42502367583,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9036140442,0.967931687832,47.7139282227,47.8285903931,47.7999229431,47.699596405,47.699596405,47.6709289551
090320-16:51:35.228,-0.996007267629,-1.57198872189,-1.70592308044,-1.46909316004,1.58045339584,-1.0248263518,-0.000158025242854,-0.0261613875628,-0.166094630957,0.191477388144,0.000167328602402,0.000619106460363,0.136402368546,1.18516385555,0.55210518837,0.808647692204,0.222771406174,0.0732704550028,-0.87520077188,0.310912853784,1.5441578874,0.036949807384,-0.00987411715865,0.302779014566,1.80196192384,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8883934021,1.01940357685,47.7282600403,47.8572540283,47.8142547607,47.7425918579,47.6709289551,47.699596405
090320-16:51:35.236,-0.996007267629,-1.57227816204,-1.70734119415,-1.46739705027,1.58044099808,-1.02480250994,-8.53658566484e-05,-0.0301523115486,-0.190369993448,0.22617931664,0.000172020299942,0.00103692803532,0.116768427193,1.17981600761,0.561160087585,0.620925784111,0.202563822269,0.0898390114307,-0.360517321955,0.272145116829,1.04197125158,0.0361538290993,-0.0374457414203,0.3118712627,1.13566711371,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9179496765,0.958977758884,47.6852607727,47.9002532959,47.8142547607,47.6852607727,47.699596405,47.699596405
090320-16:51:35.244,-0.996031109487,-1.57249559979,-1.70894908905,-1.46551735819,1.58046531677,-1.02476627031,-0.000107127496449,-0.0343575812876,-0.214002802968,0.243355408311,0.000156434311066,0.00138076406438,0.0894380062819,1.19031703472,0.757827043533,0.779724359512,0.194436237216,0.068051636219,-0.916213372437,-0.136497137289,1.65767562383,-0.00434108652277,-0.0243411725224,0.317134070752,1.89893835766,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9080924988,0.972408652306,47.6852607727,47.8285903931,47.7855911255,47.7282600403,47.6709289551,47.699596405
090320-16:51:35.252,-0.996007267629,-1.5728088818,-1.71073627472,-1.46333153666,1.58041715622,-1.02476627031,-6.18846170255e-05,-0.0383525826037,-0.235247388482,0.27161026001,0.000142300064908,0.0010237620445,0.118277773261,1.210714221,0.740914106369,0.631751358509,0.192750453949,0.0862230062485,-0.311096985043,0.391034646242,1.38868303956,0.0179235116451,-0.031407469956,0.323879609973,1.47584891267,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9143638611,0.988070130348,47.6709289551,47.8429222107,47.8142547607,47.6565971375,47.699596405,47.699596405
090320-16:51:35.260,-0.996007267629,-1.57310976605,-1.7126789093,-1.46108467997,1.58042907715,-1.02476579348,-5.44028480363e-05,-0.0416440106928,-0.252382338047,0.303731799126,0.000130508386064,0.00200032372959,0.137009203434,1.20532953739,0.358448565006,0.635097563267,0.194328501821,0.0594068393111,-1.35368282791,0.966401526804,0.941784835592,0.0422921006233,-0.0101205020198,0.32359711901,1.91137327232,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9125709534,0.945552170277,47.699596405,47.9002532959,47.8285903931,47.7569236755,47.6565971375,47.7139282227
090320-16:51:35.268,-0.996019188558,-1.57345976452,-1.71481800079,-1.45847447336,1.58046531677,-1.02475434939,-2.42691348831e-05,-0.0462525449693,-0.277650475502,0.314660072327,0.000120521552162,0.00126693712082,0.137445449829,1.23125326633,0.821980834007,0.761992871761,0.193323731422,0.0869446098804,1.24726982565,-2.33308749845,1.86491395478,-0.075473614553,-0.0784070438157,0.334732608734,3.23680140758,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8892860413,0.97464454174,47.699596405,47.8285903931,47.7855911255,47.6709289551,47.6565971375,47.6852607727
090320-16:51:35.276,-0.995982948934,-1.57388033489,-1.71715831757,-1.45582135141,1.58044099808,-1.02475387255,-1.21007426301e-08,-0.0496108941734,-0.294513821602,0.332452297211,0.000111954221211,0.00153993966524,0.0827325433493,1.22068178654,0.459632694721,0.708389759064,0.176681518555,0.0725895985961,-0.906778552999,0.79214292477,2.067666965,0.0724274667864,-0.00595618983049,0.329553770979,2.39269397032,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.9197387695,0.941075205803,47.7425918579,47.8859214783,47.7855911255,47.6852607727,47.7282600403,47.7282600403
090320-16:51:35.284,-0.995994869863,-1.57432522396,-1.71965122223,-1.45300419748,1.58045339584,-1.02475387255,-3.92048590832e-16,-0.0539882257581,-0.317425489426,0.368067115545,0.000104524464405,0.00183083233424,0.112774401903,1.3261398077,0.576605975628,0.576225042343,0.184773400426,0.0935248285532,0.0963550523426,0.176760730545,1.40364384626,0.0276545968795,-0.0316125654932,0.335100408219,1.41800729868,31.25,32.75,31.9375,36.0,38.9375,40.5,7,1,47.8955574036,1.00821387768,47.7139282227,47.7712593079,47.7712593079,47.6709289551,47.6852607727,47.7139282227
